timestamp,c2,c1,c0,atm_iv,resid_5000,resid_5100,resid_5200,resid_5300,resid_5400,resid_5500
0,-0.17723456701742343,0.0009413523647905241,0.012588289186333949,0.012588289186333949,7.747091355238267e-06,4.879847305776924e-06,-6.128012601253584e-05,7.486170644068965e-05,-2.4123487596850943e-05,-2.085031492340614e-06
100,0.07194183190606307,-0.0041884387794385875,0.012623941214024636,0.012623941214024636,4.724428735516234e-05,-8.555238289173137e-05,4.69128501562506e-06,1.8428096954233725e-05,5.511199838140364e-05,-3.992328481463789e-05
200,-0.8085276954567098,0.004660915110017706,0.012668038404547426,0.012668038404547426,-2.8067707632891195e-05,5.443071530613665e-05,1.1123336216313506e-06,-4.533676434661203e-05,9.926862298203706e-06,7.934560753566217e-06
300,-0.3608436813361263,0.00016136782475088314,0.012645616723102283,0.012645616723102283,1.0225470245350463e-05,-1.6745166837068767e-05,2.9320891913736657e-06,-1.2914848334924164e-05,3.290172113392352e-05,-1.639926539861135e-05
400,-0.8085276954567098,0.004660915110017706,0.012668038404547426,0.012668038404547426,-2.8067707632891195e-05,5.443071530613665e-05,1.1123336216313506e-06,-4.533676434661203e-05,9.926862298203706e-06,7.934560753566217e-06
500,0.33234915966614237,-0.004318608831583906,0.012562388963486767,0.012562388963486767,-6.980694016488556e-06,1.852485661619531e-05,-4.924695614550237e-06,-2.6462231558022423e-05,2.8501767114181425e-05,-8.659002541296437e-06
600,0.34301096085782734,-0.0009304284840174292,0.012562226213817694,0.012562226213817694,1.2378318969444996e-05,4.113125212826252e-06,-6.164695559409544e-05,3.1698672660064944e-05,4.3230034048852284e-05,-2.9773195297079155e-05
700,0.34301096085782734,-0.0009304284840174292,0.012562226213817694,0.012562226213817694,1.2378318969444996e-05,4.113125212826252e-06,-6.164695559409544e-05,3.1698672660064944e-05,4.3230034048852284e-05,-2.9773195297079155e-05
800,0.24508415615576312,-0.00015395737806352412,0.01257136778293766,0.01257136778293766,9.063382777599674e-06,-3.5398464055484e-05,3.9757670673814735e-05,3.0822110516307705e-06,-2.9164138371293516e-05,1.2659337923725394e-05
900,0.3379490964993535,0.0013887302408162423,0.01256442182968886,0.01256442182968886,-2.0947145482102386e-05,4.692648530645917e-05,-1.8156575554579765e-05,-1.508459863715575e-05,1.652257629559603e-06,5.609576737829539e-06
1000,-0.5761926954073466,0.010526983334580414,0.012586468709237585,0.012586468709237585,-2.8726289130781568e-05,2.205034030547913e-05,6.748348238092179e-05,-3.94379185583299e-05,-6.819618880076969e-05,4.682657380345942e-05
1100,0.06143800852405497,-0.0018005799177322143,0.012628705571505673,0.012628705571505673,1.3783123527261187e-05,-4.2201488908877316e-05,4.757741928519861e-05,-2.8420848614981592e-05,1.4006731613072643e-05,-4.744936901635369e-06
1200,0.34301096085782734,-0.0009304284840174292,0.012562226213817694,0.012562226213817694,1.2378318969444996e-05,4.113125212826252e-06,-6.164695559409544e-05,3.1698672660064944e-05,4.3230034048852284e-05,-2.9773195297079155e-05
1300,0.056572907714469316,-0.0013415076284437532,0.012630519684807185,0.012630519684807185,-1.5370138162121294e-05,3.0485540349249954e-05,-2.1263712708606206e-05,3.7814557223235165e-05,-5.695018760494379e-05,2.5283940903170557e-05
1400,0.24508415615576312,-0.00015395737806352412,0.01257136778293766,0.01257136778293766,9.063382777599674e-06,-3.5398464055484e-05,3.9757670673814735e-05,3.0822110516307705e-06,-2.9164138371293516e-05,1.2659337923725394e-05
1500,0.3379490964993535,0.0013887302408162423,0.01256442182968886,0.01256442182968886,-2.0947145482102386e-05,4.692648530645917e-05,-1.8156575554579765e-05,-1.508459863715575e-05,1.652257629559603e-06,5.609576737829539e-06
1600,0.6202570503960325,-0.0017404574861625774,0.012577189022523264,0.012577189022523264,2.5023721669986676e-05,-4.950313323997396e-05,9.588034193932019e-06,1.4154963784773072e-05,1.5844854769618902e-05,-1.5108441178395687e-05
1700,0.6202570503960325,-0.0017404574861625774,0.012577189022523264,0.012577189022523264,2.5023721669986676e-05,-4.950313323997396e-05,9.588034193932019e-06,1.4154963784773072e-05,1.5844854769618902e-05,-1.5108441178395687e-05
1800,0.3379490964993535,0.0013887302408162423,0.01256442182968886,0.01256442182968886,-2.0947145482102386e-05,4.692648530645917e-05,-1.8156575554579765e-05,-1.508459863715575e-05,1.652257629559603e-06,5.609576737829539e-06
1900,-0.3735032112994387,0.004152913934260289,0.012651276271771011,0.012651276271771011,-5.423321872605885e-05,8.395500494568463e-05,3.302186386876238e-05,-4.973082339843754e-05,-6.432699263369916e-05,5.131416594374161e-05
2000,0.056572907714469316,-0.0013415076284437532,0.012630519684807185,0.012630519684807185,-1.5370138162121294e-05,3.0485540349249954e-05,-2.1263712708606206e-05,3.7814557223235165e-05,-5.695018760494379e-05,2.5283940903170557e-05
2100,-0.3735032112994387,0.004152913934260289,0.012651276271771011,0.012651276271771011,-5.423321872605885e-05,8.395500494568463e-05,3.302186386876238e-05,-4.973082339843754e-05,-6.432699263369916e-05,5.131416594374161e-05
2200,-0.3735032112994387,0.004152913934260289,0.012651276271771011,0.012651276271771011,-5.423321872605885e-05,8.395500494568463e-05,3.302186386876238e-05,-4.973082339843754e-05,-6.432699263369916e-05,5.131416594374161e-05
2300,0.056572907714469316,-0.0013415076284437532,0.012630519684807185,0.012630519684807185,-1.5370138162121294e-05,3.0485540349249954e-05,-2.1263712708606206e-05,3.7814557223235165e-05,-5.695018760494379e-05,2.5283940903170557e-05
2400,-0.08823186022728137,0.00352004962581097,0.012583232804948559,0.012583232804948559,-2.4508542155070312e-05,7.267507346321415e-05,-6.339988065021812e-05,4.674513413242126e-07,2.1098926781577473e-05,-6.333028780804856e-06
2500,0.24508415615576312,-0.00015395737806352412,0.01257136778293766,0.01257136778293766,9.063382777599674e-06,-3.5398464055484e-05,3.9757670673814735e-05,3.0822110516307705e-06,-2.9164138371293516e-05,1.2659337923725394e-05
