timestamp,c2,c1,c0,atm_iv,resid_5000,resid_5100,resid_5200,resid_5300,resid_5400,resid_5500
0,-0.7949049364527883,0.005233813058655355,0.01266311604234212,0.01266311604234212,-7.642395478953817e-06,-8.877428073839067e-05,4.305387446322702e-05,0.0005027013274460472,-0.0007413992991409848,0.00029206077344907065
100,-0.24121434450407633,0.002197842254346371,0.012670916210388992,0.012670916210388992,2.8369383670269477e-05,-0.00015954648493322725,7.306645211402688e-05,0.0004705816538402383,-0.0006641253252901609,0.0002516543205988448
200,0.2131764476329767,-0.00399082358234451,0.012664286025170744,0.012664286025170744,9.557545378015286e-05,-0.00031083928919050513,0.0001421398311538015,0.0004904817877194687,-0.000641949271842664,0.00022459148837970268
300,-0.8085364147086038,0.007717762613938192,0.012674470124276268,0.012674470124276268,9.297994876845961e-07,-0.00011597352456797771,7.91701321334777e-05,0.00047101113188980324,-0.0007204264127260197,0.00028528887378302323
400,0.18919331978632756,-0.004305249042174652,0.01267732661269949,0.01267732661269949,4.9997513075087166e-05,-0.00020303801643137623,5.662765147791855e-05,0.0005628097961319044,-0.0007334280834349546,0.00026703113918137567
500,-0.739142279212284,0.012468797788952454,0.012669555774662396,0.012669555774662396,-4.2432855316005755e-05,-4.306818199271631e-05,9.86142166911775e-05,0.0004165049330340214,-0.0007446036221739807,0.0003149855097575177
600,1.0882945344159924,-0.012039063184559447,0.01269201147392173,0.01269201147392173,9.19606522857691e-05,-0.00025542057521318537,1.426022059524204e-05,0.0005742999108968357,-0.0006295255167902258,0.00020442530822557467
700,-0.15844336855878074,0.007551916293275513,0.012662855965967697,0.012662855965967697,-1.0954288110435334e-06,-7.767197269594947e-05,-6.396552485099863e-06,0.000515322869991194,-0.0006954118866390191,0.00026525297063994396
800,0.16659346670860692,0.0004625453626566151,0.01269694825561324,0.01269694825561324,6.655276274697766e-05,-0.00025583894713023837,0.00012776855023998238,0.0004990500372509601,-0.0006908935143334228,0.000253361111225767
900,1.1260770287088981,-0.017674149703965452,0.012815769910434174,0.012815769910434174,0.00011909736178348021,-0.0003426701200826259,0.00010585715824907443,0.0005506302915295833,-0.0006436556432223624,0.00021074095174286253
1000,0.16659346670860692,0.0004625453626566151,0.01269694825561324,0.01269694825561324,6.655276274697766e-05,-0.00025583894713023837,0.00012776855023998238,0.0004990500372509601,-0.0006908935143334228,0.000253361111225767
1100,0.30416854847370184,-0.0011766049204608709,0.01264828893039986,0.01264828893039986,5.7463114616726485e-05,-0.00020171128981808124,2.6649196982742734e-05,0.0005671021875903633,-0.0006946930673863254,0.0002451898580145932
1200,-0.10035848580423684,0.009566593923371537,0.012626795081957836,0.012626795081957836,5.170454837941964e-05,-0.0001940081643438847,3.8109192608486164e-05,0.0005450554777555461,-0.0006870055698420634,0.0002461445154425257
